KEGG pathway	Protein accession	KEGG KO No.	T4/S Ratio	Regulated Type
map04540 Gap junction	Prkg1	K07376	2.00504484304933	Up
map04540 Gap junction	Itpr1	K04958	2.57193268186754	Up
map04540 Gap junction	Prkca	K02677	1.9539193984751102	Up
map04540 Gap junction	Gja1	K07372	0.42603830232452294	Down
map04540 Gap junction	Map2k1	K04368	1.53031232980921	Up
map04540 Gap junction	Tubb5	K07375	1.54061670277402	Up
map04540 Gap junction	Adcy6	K08046	0.4929700305258571	Down
map04540 Gap junction	Tubb6	K07375	1.8838743686976	Up
map04540 Gap junction	Tubb3	K07375	2.09946692139402	Up
map04666 Fc gamma R-mediated phagocytosis	Gsn	K05768	1.50353359215635	Up
map04666 Fc gamma R-mediated phagocytosis	Prkca	K02677	1.9539193984751102	Up
map04666 Fc gamma R-mediated phagocytosis	Marcks	K12561	1.52892867105328	Up
map04666 Fc gamma R-mediated phagocytosis	Map2k1	K04368	1.53031232980921	Up
map04666 Fc gamma R-mediated phagocytosis	Syk	K05855	1.68125635400503	Up
map04666 Fc gamma R-mediated phagocytosis	Vasp	K06274	1.6377487895408502	Up
map04666 Fc gamma R-mediated phagocytosis	Arpc5	K05754	1.52431104089872	Up
map04666 Fc gamma R-mediated phagocytosis	Arpc1b	K05757	1.6986418139455601	Up
map04810 Regulation of actin cytoskeleton	Itga9	K06585	3.5890440640573598	Up
map04810 Regulation of actin cytoskeleton	Diaph1	K05740	2.64609784422606	Up
map04810 Regulation of actin cytoskeleton	Itgb5	K06588	3.6928583825060803	Up
map04810 Regulation of actin cytoskeleton	Pdgfrb	K05089	2.46598672245037	Up
map04810 Regulation of actin cytoskeleton	Itga5	K06484	2.09828200293317	Up
map04810 Regulation of actin cytoskeleton	Gsn	K05768	1.50353359215635	Up
map04810 Regulation of actin cytoskeleton	Map2k1	K04368	1.53031232980921	Up
map04810 Regulation of actin cytoskeleton	Itgav	K06487	1.96832218219249	Up
map04810 Regulation of actin cytoskeleton	Enah	K05746	5.19751575050013	Up
map04810 Regulation of actin cytoskeleton	Myh10	K10352	2.24331596616258	Up
map04810 Regulation of actin cytoskeleton	Cyfip1	K05749	1.69233318721735	Up
map04810 Regulation of actin cytoskeleton	Actn1	K05699	2.23667986949927	Up
map04810 Regulation of actin cytoskeleton	Arhgef12	K07532	2.9415689638738	Up
map04810 Regulation of actin cytoskeleton	Arpc5	K05754	1.52431104089872	Up
map04810 Regulation of actin cytoskeleton	Iqgap1	K16848	2.0559774187118602	Up
map04810 Regulation of actin cytoskeleton	Arpc1b	K05757	1.6986418139455601	Up
map05100 Bacterial invasion of epithelial cells	Itga5	K06484	2.09828200293317	Up
map05100 Bacterial invasion of epithelial cells	Septin2	K16942	1.91422184537116	Up
map05100 Bacterial invasion of epithelial cells	Hcls1	K06106	1.7983661898278502	Up
map05100 Bacterial invasion of epithelial cells	Cttn	K06106	1.55547878601771	Up
map05100 Bacterial invasion of epithelial cells	Cltb	K04645	1.71122810639689	Up
map05100 Bacterial invasion of epithelial cells	Septin11	K16939	1.8528095417968702	Up
map05100 Bacterial invasion of epithelial cells	Septin8	K16939	1.64046601436227	Up
map05100 Bacterial invasion of epithelial cells	Arpc5	K05754	1.52431104089872	Up
map05100 Bacterial invasion of epithelial cells	Arpc1b	K05757	1.6986418139455601	Up
map05132 Salmonella infection	Exoc4	K06111	1.7282248333548103	Up
map05132 Salmonella infection	Klc1	K10407	1.8329382762871	Up
map05132 Salmonella infection	Klc2	K10407	1.7137194079086102	Up
map05132 Salmonella infection	Anxa2	K17092	1.52455189662359	Up
map05132 Salmonella infection	Hsp90aa1	K04079	1.74697314743516	Up
map05132 Salmonella infection	S100a10	K17274	1.60602445789393	Up
map05132 Salmonella infection	Nfkb1	K02580	1.56306817742969	Up
map05132 Salmonella infection	Map2k1	K04368	1.53031232980921	Up
map05132 Salmonella infection	Rab5c	K07889	1.66622973938041	Up
map05132 Salmonella infection	Dynlt3	K10420	2.12188323307527	Up
map05132 Salmonella infection	Actr1a	K16575	1.50318460562487	Up
map05132 Salmonella infection	Tubb5	K07375	1.54061670277402	Up
map05132 Salmonella infection	Cyfip1	K05749	1.69233318721735	Up
map05132 Salmonella infection	Acbd3	K23935	1.8139390267747502	Up
map05132 Salmonella infection	Flna	K04437	1.5770612526688599	Up
map05132 Salmonella infection	Flnc	K04437	1.7630769771405501	Up
map05132 Salmonella infection	Snx9	K17923	1.5698367996641498	Up
map05132 Salmonella infection	Tubb6	K07375	1.8838743686976	Up
map05132 Salmonella infection	Arpc5	K05754	1.52431104089872	Up
map05132 Salmonella infection	Vps33a	K20182	1.71060445387063	Up
map05132 Salmonella infection	Exoc2	K17637	1.65271823294482	Up
map05132 Salmonella infection	Klc4	K10407	1.56317021202277	Up
map05132 Salmonella infection	Tubb3	K07375	2.09946692139402	Up
map05132 Salmonella infection	Actr10	K16576	1.6635388934956898	Up
map05132 Salmonella infection	Arpc1b	K05757	1.6986418139455601	Up
map05132 Salmonella infection	Dctn3	K10425	1.60134314039015	Up
map05163 Human cytomegalovirus infection	H2	K06751	2.00623845350612	Up
map05163 Human cytomegalovirus infection	H2	K06751	1.7957039097512	Up
map05163 Human cytomegalovirus infection	Itpr1	K04958	2.57193268186754	Up
map05163 Human cytomegalovirus infection	Gnao1	K04534	2.18978059426049	Up
map05163 Human cytomegalovirus infection	Prkca	K02677	1.9539193984751102	Up
map05163 Human cytomegalovirus infection	Nfkb1	K02580	1.56306817742969	Up
map05163 Human cytomegalovirus infection	Pdia3	K08056	1.5416832558596498	Up
map05163 Human cytomegalovirus infection	Map2k1	K04368	1.53031232980921	Up
map05163 Human cytomegalovirus infection	Stat3	K04692	1.5270804862259901	Up
map05163 Human cytomegalovirus infection	Itgav	K06487	1.96832218219249	Up
map05163 Human cytomegalovirus infection	Adcy6	K08046	0.4929700305258571	Down
map05163 Human cytomegalovirus infection	Arhgef12	K07532	2.9415689638738	Up
map05163 Human cytomegalovirus infection	Gng10	K04545	1.61219320991377	Up
map05163 Human cytomegalovirus infection	Tapbp	K08058	2.64665555141171	Up
map05168 Herpes simplex virus 1 infection	Sp100	K15413	2.07087695322572	Up
map05168 Herpes simplex virus 1 infection	H2	K06751	2.00623845350612	Up
map05168 Herpes simplex virus 1 infection	H2	K06751	1.7957039097512	Up
map05168 Herpes simplex virus 1 infection	Itga5	K06484	2.09828200293317	Up
map05168 Herpes simplex virus 1 infection	Nfkb1	K02580	1.56306817742969	Up
map05168 Herpes simplex virus 1 infection	Pdia3	K08056	1.5416832558596498	Up
map05168 Herpes simplex virus 1 infection	Stat1	K11220	3.3588071448437296	Up
map05168 Herpes simplex virus 1 infection	Syk	K05855	1.68125635400503	Up
map05168 Herpes simplex virus 1 infection	Pml	K10054	3.77511279065284	Up
map05168 Herpes simplex virus 1 infection	Rigi	K12646	2.29818371030423	Up
map05168 Herpes simplex virus 1 infection	Eif2b2	K03754	1.5753103473345602	Up
map05168 Herpes simplex virus 1 infection	Tapbp	K08058	2.64665555141171	Up
map05169 Epstein-Barr virus infection	H2	K06751	2.00623845350612	Up
map05169 Epstein-Barr virus infection	H2	K06751	1.7957039097512	Up
map05169 Epstein-Barr virus infection	Vim	K07606	1.55778912575541	Up
map05169 Epstein-Barr virus infection	Nfkb1	K02580	1.56306817742969	Up
map05169 Epstein-Barr virus infection	Pdia3	K08056	1.5416832558596498	Up
map05169 Epstein-Barr virus infection	Stat1	K11220	3.3588071448437296	Up
map05169 Epstein-Barr virus infection	Stat3	K04692	1.5270804862259901	Up
map05169 Epstein-Barr virus infection	Syk	K05855	1.68125635400503	Up
map05169 Epstein-Barr virus infection	Entpd1	K01510	1.5251934327231598	Up
map05169 Epstein-Barr virus infection	Isg15	K12159	2.04524260803639	Up
map05169 Epstein-Barr virus infection	Rigi	K12646	2.29818371030423	Up
map05169 Epstein-Barr virus infection	Tapbp	K08058	2.64665555141171	Up
map05205 Proteoglycans in cancer	Itgb5	K06588	3.6928583825060803	Up
map05205 Proteoglycans in cancer	Itga5	K06484	2.09828200293317	Up
map05205 Proteoglycans in cancer	Itpr1	K04958	2.57193268186754	Up
map05205 Proteoglycans in cancer	Prkca	K02677	1.9539193984751102	Up
map05205 Proteoglycans in cancer	Vtn	K06251	1.79593384199801	Up
map05205 Proteoglycans in cancer	Map2k1	K04368	1.53031232980921	Up
map05205 Proteoglycans in cancer	Stat3	K04692	1.5270804862259901	Up
map05205 Proteoglycans in cancer	Itgav	K06487	1.96832218219249	Up
map05205 Proteoglycans in cancer	Hcls1	K06106	1.7983661898278502	Up
map05205 Proteoglycans in cancer	Cttn	K06106	1.55547878601771	Up
map05205 Proteoglycans in cancer	Flna	K04437	1.5770612526688599	Up
map05205 Proteoglycans in cancer	Arhgef12	K07532	2.9415689638738	Up
map05205 Proteoglycans in cancer	Flnc	K04437	1.7630769771405501	Up
map05205 Proteoglycans in cancer	Iqgap1	K16848	2.0559774187118602	Up
map05206 MicroRNAs in cancer	Pdgfrb	K05089	2.46598672245037	Up
map05206 MicroRNAs in cancer	Itga5	K06484	2.09828200293317	Up
map05206 MicroRNAs in cancer	Vim	K07606	1.55778912575541	Up
map05206 MicroRNAs in cancer	Prkca	K02677	1.9539193984751102	Up
map05206 MicroRNAs in cancer	Nfkb1	K02580	1.56306817742969	Up
map05206 MicroRNAs in cancer	Marcks	K12561	1.52892867105328	Up
map05206 MicroRNAs in cancer	Map2k1	K04368	1.53031232980921	Up
map05206 MicroRNAs in cancer	Stat3	K04692	1.5270804862259901	Up
map05206 MicroRNAs in cancer	Tpm1	K10373	0.461659285625595	Down
map05206 MicroRNAs in cancer	Fscn1	K23551	1.6302640031578202	Up
map05321 Inflammatory bowel disease	Nfkb1	K02580	1.56306817742969	Up
map05321 Inflammatory bowel disease	Stat1	K11220	3.3588071448437296	Up
map05321 Inflammatory bowel disease	Stat3	K04692	1.5270804862259901	Up
map00010 Glycolysis / Gluconeogenesis	Adh1	K13951	0.39140308571161003	Down
map00010 Glycolysis / Gluconeogenesis	Ldhb	K00016	0.6247336773826999	Down
map00010 Glycolysis / Gluconeogenesis	Eno3	K01689	0.6151987968794059	Down
map00010 Glycolysis / Gluconeogenesis	Aldh2	K00128	0.6286482271150999	Down
map00010 Glycolysis / Gluconeogenesis	Pfkm	K00850	0.64101086077818	Down
map00010 Glycolysis / Gluconeogenesis	Fbp2	K03841	0.278361959704558	Down
map00010 Glycolysis / Gluconeogenesis	Acss1	K01895	0.571515625359303	Down
map00010 Glycolysis / Gluconeogenesis	Aldh9a1	K00149	0.5327999479624029	Down
map00010 Glycolysis / Gluconeogenesis	Pfkp	K00850	2.28638856494468	Up
map00061 Fatty acid biosynthesis	Acacb	K01946	0.613159470029531	Down
map00061 Fatty acid biosynthesis	Acsl1	K01897	0.604619898445803	Down
map00061 Fatty acid biosynthesis	Hsd17b8	K13370	0.6448449909004761	Down
map00061 Fatty acid biosynthesis	Acsl6	K01897	0.625473359663859	Down
map00062 Fatty acid elongation	Acot1	K01068	0.116001123542905	Down
map00062 Fatty acid elongation	Hadh	K00022	0.510717981280278	Down
map00062 Fatty acid elongation	Hadha	K07515	0.5210856119791671	Down
map00062 Fatty acid elongation	Acaa2	K07508	0.45474919419822707	Down
map00062 Fatty acid elongation	Hadhb	K07509	0.503496382305793	Down
map00062 Fatty acid elongation	Acot2	K01068	0.503750067447256	Down
map00071 Fatty acid degradation	Adh1	K13951	0.39140308571161003	Down
map00071 Fatty acid degradation	Acsl1	K01897	0.604619898445803	Down
map00071 Fatty acid degradation	Eci1	K13238	0.5635771004542459	Down
map00071 Fatty acid degradation	Acadm	K00249	0.583763813293749	Down
map00071 Fatty acid degradation	Aldh2	K00128	0.6286482271150999	Down
map00071 Fatty acid degradation	Acadvl	K09479	0.5583764244379239	Down
map00071 Fatty acid degradation	Cpt2	K08766	0.5646003262642739	Down
map00071 Fatty acid degradation	Acads	K00248	0.650213691928063	Down
map00071 Fatty acid degradation	Gcdh	K00252	0.632288362170474	Down
map00071 Fatty acid degradation	Hadh	K00022	0.510717981280278	Down
map00071 Fatty acid degradation	Hadha	K07515	0.5210856119791671	Down
map00071 Fatty acid degradation	Acaa2	K07508	0.45474919419822707	Down
map00071 Fatty acid degradation	Acat1	K00626	0.6219199707598929	Down
map00071 Fatty acid degradation	Acsl6	K01897	0.625473359663859	Down
map00071 Fatty acid degradation	Hadhb	K07509	0.503496382305793	Down
map00071 Fatty acid degradation	Ehhadh	K07514	0.43825539413736797	Down
map00071 Fatty acid degradation	Aldh9a1	K00149	0.5327999479624029	Down
map00071 Fatty acid degradation	Acox1	K00232	0.6517862743165389	Down
map00071 Fatty acid degradation	Eci2	K13239	0.6127082526152651	Down
map00130 Ubiquinone and other terpenoid-quinone biosynthesis	Coq7	K06134	0.503765863169689	Down
map00130 Ubiquinone and other terpenoid-quinone biosynthesis	Nqo1	K00355	1.52514502245509	Up
map00130 Ubiquinone and other terpenoid-quinone biosynthesis	Coq3	K00591	0.5656214754931079	Down
map00130 Ubiquinone and other terpenoid-quinone biosynthesis	Coq6	K06126	0.5540353669618621	Down
map00130 Ubiquinone and other terpenoid-quinone biosynthesis	Coq5	K06127	0.6600241290764761	Down
map00190 Oxidative phosphorylation	Mtnd1	K03878	0.664531774654894	Down
map00190 Oxidative phosphorylation	Mtatp8	K02125	0.619321157371039	Down
map00190 Oxidative phosphorylation	Cox5a	K02264	0.665065186731032	Down
map00190 Oxidative phosphorylation	Cox7c	K02272	0.643286691763146	Down
map00190 Oxidative phosphorylation	Cox4i1	K02263	0.624698972099853	Down
map00190 Oxidative phosphorylation	Ndufs6	K03939	0.6512618562387951	Down
map00190 Oxidative phosphorylation	Atp5mf	K02130	0.584844230769231	Down
map00190 Oxidative phosphorylation	Atp5f1e	K02135	0.542550568723035	Down
map00190 Oxidative phosphorylation	Cox7a1	K02270	0.5924888605983449	Down
map00190 Oxidative phosphorylation	Atp5f1b	K02133	0.618571477912479	Down
map00190 Oxidative phosphorylation	Uqcrh	K00416	0.581900215098893	Down
map00190 Oxidative phosphorylation	Atp5f1a	K02132	0.627681631616807	Down
map00190 Oxidative phosphorylation	Cox7a2l	K02270	0.6662543517511751	Down
map00190 Oxidative phosphorylation	Ndufa4	K03948	0.59366947425099	Down
map00190 Oxidative phosphorylation	Sdha	K00234	0.661259454365319	Down
map00190 Oxidative phosphorylation	Ndufs8	K03941	0.6496181498102359	Down
map00190 Oxidative phosphorylation	Ndufs1	K03934	0.642445054945055	Down
map00190 Oxidative phosphorylation	Atp5f1c	K02136	0.599008402089168	Down
map00190 Oxidative phosphorylation	Ndufs2	K03935	0.643691510045366	Down
map00190 Oxidative phosphorylation	Ndufv1	K03942	0.641955154934909	Down
map00190 Oxidative phosphorylation	Ndufa10	K03954	0.662131590033233	Down
map00190 Oxidative phosphorylation	Cox6c	K02268	0.599873434738557	Down
map00190 Oxidative phosphorylation	Atp5mg	K02140	0.636260777405402	Down
map00190 Oxidative phosphorylation	Ndufc2	K03968	0.6541508402692738	Down
map00190 Oxidative phosphorylation	Ndufa2	K03946	0.6094478047302161	Down
map00190 Oxidative phosphorylation	Ndufa3	K03947	0.649707161981258	Down
map00190 Oxidative phosphorylation	Sdhb	K00235	0.629682953768926	Down
map00190 Oxidative phosphorylation	Ndufb4	K03960	0.666269169230358	Down
map00190 Oxidative phosphorylation	Ndufb5	K03961	0.6546426677664531	Down
map00190 Oxidative phosphorylation	Ndufb9	K03965	0.6450303390255999	Down
map00190 Oxidative phosphorylation	Ndufa6	K03950	0.6483572980413621	Down
map00190 Oxidative phosphorylation	Ndufb3	K03959	0.6013982556414771	Down
map00190 Oxidative phosphorylation	Ndufb7	K03963	0.6449632057386679	Down
map00190 Oxidative phosphorylation	Uqcrfs1	K00411	0.634808916528353	Down
map00190 Oxidative phosphorylation	Ndufs4	K03937	0.54674271455307	Down
map00190 Oxidative phosphorylation	Uqcrc1	K00414	0.6464293336748199	Down
map00190 Oxidative phosphorylation	Cyc1	K00413	0.6482520542616811	Down
map00190 Oxidative phosphorylation	Atp5f1d	K02134	0.629907280960253	Down
map00190 Oxidative phosphorylation	Ndufv2	K03943	0.663517803344319	Down
map00190 Oxidative phosphorylation	Ndufs7	K03940	0.657864277863694	Down
map00190 Oxidative phosphorylation	Ndufa8	K03952	0.6383428999676379	Down
map00190 Oxidative phosphorylation	Ndufb10	K03966	0.6402400166760971	Down
map00190 Oxidative phosphorylation	Ndufs3	K03936	0.6557638270166539	Down
map00190 Oxidative phosphorylation	Ndufa13	K11353	0.651582478192837	Down
map00190 Oxidative phosphorylation	Ndufa7	K03951	0.5764563234751441	Down
map00280 Valine, leucine and isoleucine degradation	Mmut	K01847	0.601294773650884	Down
map00280 Valine, leucine and isoleucine degradation	Acadm	K00249	0.583763813293749	Down
map00280 Valine, leucine and isoleucine degradation	Aldh2	K00128	0.6286482271150999	Down
map00280 Valine, leucine and isoleucine degradation	Bckdha	K00166	0.5690625810891611	Down
map00280 Valine, leucine and isoleucine degradation	Dbt	K09699	0.5658890691418361	Down
map00280 Valine, leucine and isoleucine degradation	Abat	K13524	1.9375891231626103	Up
map00280 Valine, leucine and isoleucine degradation	Acads	K00248	0.650213691928063	Down
map00280 Valine, leucine and isoleucine degradation	Mccc2	K01969	0.5646306142410761	Down
map00280 Valine, leucine and isoleucine degradation	Hadh	K00022	0.510717981280278	Down
map00280 Valine, leucine and isoleucine degradation	Bckdhb	K00167	0.5407019274935779	Down
map00280 Valine, leucine and isoleucine degradation	Hadha	K07515	0.5210856119791671	Down
map00280 Valine, leucine and isoleucine degradation	Acaa2	K07508	0.45474919419822707	Down
map00280 Valine, leucine and isoleucine degradation	Acat1	K00626	0.6219199707598929	Down
map00280 Valine, leucine and isoleucine degradation	Hadhb	K07509	0.503496382305793	Down
map00280 Valine, leucine and isoleucine degradation	Mccc1	K01968	0.600188263073714	Down
map00280 Valine, leucine and isoleucine degradation	Mcee	K05606	0.57487058314244	Down
map00280 Valine, leucine and isoleucine degradation	Ehhadh	K07514	0.43825539413736797	Down
map00280 Valine, leucine and isoleucine degradation	Aldh6a1	K00140	0.56972505671982	Down
map00280 Valine, leucine and isoleucine degradation	Ivd	K00253	0.612161950914491	Down
map00280 Valine, leucine and isoleucine degradation	Aldh9a1	K00149	0.5327999479624029	Down
map00280 Valine, leucine and isoleucine degradation	Auh	K05607	0.6091990798490179	Down
map00310 Lysine degradation	Aldh2	K00128	0.6286482271150999	Down
map00310 Lysine degradation	Gcdh	K00252	0.632288362170474	Down
map00310 Lysine degradation	Hadh	K00022	0.510717981280278	Down
map00310 Lysine degradation	Hadha	K07515	0.5210856119791671	Down
map00310 Lysine degradation	Colgalt1	K11703	2.59610602409638	Up
map00310 Lysine degradation	Acat1	K00626	0.6219199707598929	Down
map00310 Lysine degradation	Setd7	K11431	1.676002665445	Up
map00310 Lysine degradation	Ehhadh	K07514	0.43825539413736797	Down
map00310 Lysine degradation	Aldh9a1	K00149	0.5327999479624029	Down
map00310 Lysine degradation	Plod3	K13646	2.28859126521173	Up
map00310 Lysine degradation	Plod1	K00473	1.7201006263937	Up
map00330 Arginine and proline metabolism	Got1	K14454	0.655318279350158	Down
map00330 Arginine and proline metabolism	Ckm	K00933	0.580904998815447	Down
map00330 Arginine and proline metabolism	Aldh2	K00128	0.6286482271150999	Down
map00330 Arginine and proline metabolism	Nos3	K13242	1.53611551450824	Up
map00330 Arginine and proline metabolism	P4ha1	K00472	3.98507476328008	Up
map00330 Arginine and proline metabolism	Srm	K00797	1.81926010449823	Up
map00330 Arginine and proline metabolism	Maob	K00274	0.527779462402544	Down
map00330 Arginine and proline metabolism	Aldh4a1	K00294	0.662717681263675	Down
map00330 Arginine and proline metabolism	L3hypdh	K18384	0.603385731559855	Down
map00330 Arginine and proline metabolism	Aldh9a1	K00149	0.5327999479624029	Down
map00330 Arginine and proline metabolism	Prodh	K00318	0.51458063587973	Down
map00340 Histidine metabolism	Aldh2	K00128	0.6286482271150999	Down
map00340 Histidine metabolism	Carnmt1	K19787	0.4354806341561311	Down
map00340 Histidine metabolism	Maob	K00274	0.527779462402544	Down
map00340 Histidine metabolism	Aldh9a1	K00149	0.5327999479624029	Down
map00350 Tyrosine metabolism	Comt	K00545	2.26570035196294	Up
map00350 Tyrosine metabolism	Adh1	K13951	0.39140308571161003	Down
map00350 Tyrosine metabolism	Got1	K14454	0.655318279350158	Down
map00350 Tyrosine metabolism	Fah	K01555	0.30725899524779404	Down
map00350 Tyrosine metabolism	Maob	K00274	0.527779462402544	Down
map00350 Tyrosine metabolism	Fahd1	K01557	0.6458051173176179	Down
map00380 Tryptophan metabolism	Aldh2	K00128	0.6286482271150999	Down
map00380 Tryptophan metabolism	Gcdh	K00252	0.632288362170474	Down
map00380 Tryptophan metabolism	Hadh	K00022	0.510717981280278	Down
map00380 Tryptophan metabolism	Kyat3	K00816	0.60383821052966	Down
map00380 Tryptophan metabolism	Hadha	K07515	0.5210856119791671	Down
map00380 Tryptophan metabolism	Maob	K00274	0.527779462402544	Down
map00380 Tryptophan metabolism	Acat1	K00626	0.6219199707598929	Down
map00380 Tryptophan metabolism	Ehhadh	K07514	0.43825539413736797	Down
map00380 Tryptophan metabolism	Aldh9a1	K00149	0.5327999479624029	Down
map00410 beta-Alanine metabolism	Aldh2	K00128	0.6286482271150999	Down
map00410 beta-Alanine metabolism	Abat	K13524	1.9375891231626103	Up
map00410 beta-Alanine metabolism	Acads	K00248	0.650213691928063	Down
map00410 beta-Alanine metabolism	Hadha	K07515	0.5210856119791671	Down
map00410 beta-Alanine metabolism	Mlycd	K01578	0.6428539275264461	Down
map00410 beta-Alanine metabolism	Ehhadh	K07514	0.43825539413736797	Down
map00410 beta-Alanine metabolism	Aldh6a1	K00140	0.56972505671982	Down
map00410 beta-Alanine metabolism	Aldh9a1	K00149	0.5327999479624029	Down
map00410 beta-Alanine metabolism	Acox1	K00232	0.6517862743165389	Down
map00620 Pyruvate metabolism	Acacb	K01946	0.613159470029531	Down
map00620 Pyruvate metabolism	Adh1	K13951	0.39140308571161003	Down
map00620 Pyruvate metabolism	Ldhb	K00016	0.6247336773826999	Down
map00620 Pyruvate metabolism	Aldh2	K00128	0.6286482271150999	Down
map00620 Pyruvate metabolism	Ldhd	K00102	0.48976823063877895	Down
map00620 Pyruvate metabolism	Acat1	K00626	0.6219199707598929	Down
map00620 Pyruvate metabolism	Acss1	K01895	0.571515625359303	Down
map00620 Pyruvate metabolism	Aldh9a1	K00149	0.5327999479624029	Down
map00630 Glyoxylate and dicarboxylate metabolism	Glul	K01915	1.6587622739749301	Up
map00630 Glyoxylate and dicarboxylate metabolism	Mmut	K01847	0.601294773650884	Down
map00630 Glyoxylate and dicarboxylate metabolism	Acat1	K00626	0.6219199707598929	Down
map00630 Glyoxylate and dicarboxylate metabolism	Acss1	K01895	0.571515625359303	Down
map00630 Glyoxylate and dicarboxylate metabolism	Cs	K01647	0.6412045950455649	Down
map00630 Glyoxylate and dicarboxylate metabolism	Mcee	K05606	0.57487058314244	Down
map00640 Propanoate metabolism	Acacb	K01946	0.613159470029531	Down
map00640 Propanoate metabolism	Ldhb	K00016	0.6247336773826999	Down
map00640 Propanoate metabolism	Mmut	K01847	0.601294773650884	Down
map00640 Propanoate metabolism	Bckdha	K00166	0.5690625810891611	Down
map00640 Propanoate metabolism	Dbt	K09699	0.5658890691418361	Down
map00640 Propanoate metabolism	Abat	K13524	1.9375891231626103	Up
map00640 Propanoate metabolism	Acads	K00248	0.650213691928063	Down
map00640 Propanoate metabolism	Bckdhb	K00167	0.5407019274935779	Down
map00640 Propanoate metabolism	Hadha	K07515	0.5210856119791671	Down
